url,Hide Visually 1,Hide Visually 2,Hide Visually 3,React Text,Hide Visually 4,Tile Link 1,Tile Link 1_link,Card Photo,Card Photo_alt,Card Photo_link,Tags List Container,Tags List Container_link,Card Price Man,Card Price Man_link,Card Details,Card Details_link,List Inline,List Inline_link,Tile Link 2,Tile Link 2_link
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",321 W 54th St #207,Manhattan,NY,NY,10019,"$3,000
1bd
1ba",https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/a/a/1/0/picture-uh=7f47e8a8d538138ec0f633ee70861931-ps=aa10e12f3457b39f4cf1ca426afaf76.jpg,"321 W 54th St #207, Manhattan, NY",https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019,,,"$3,000 ",https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019,"$3,000 ",https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019,1bd; 1ba,https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019; https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019,321 W 54th St #207,https://www.trulia.com/rental/4036518916-321-W-54th-St-207-Manhattan-NY-10019
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",230 E 44th St #3W,Manhattan,NY,NY,10017,"Open House: Fri, 12-1PM
$2,887
1bd
1ba",https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.105/8/5/a/3/picture-uh=54a14893c64bb4739e168b36930c103b-ps=85a35c30259adc6eba5aeefad0beb4ea.jpg,"230 E 44th St #3W, Manhattan, NY",https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017,"Open House: Fri, 12-1PM; Open House: Fri, 12-1PM; Open House: Fri, 12-1PM; Open House: Fri, 12-1PM",https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017; https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017; https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017; https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017,"$2,887 ",https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017,"$2,887 ",https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017,1bd; 1ba,https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017; https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017,230 E 44th St #3W,https://www.trulia.com/rental/4036546526-230-E-44th-St-3W-Manhattan-NY-10017
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",25 W 13th St #6SF,Manhattan,NY,NY,10011,"$2,995
1bd
1ba",https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/a/7/e/f/picture-uh=24b46d6b30d07db2832e4a645d357a5-ps=a7ef12c7ba24eb5367c2bd67d3730a8.jpg,"25 W 13th St #6SF, Manhattan, NY",https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011,,,"$2,995 ",https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011,"$2,995 ",https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011,1bd; 1ba,https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011; https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011,25 W 13th St #6SF,https://www.trulia.com/rental/4036559427-25-W-13th-St-6SF-Manhattan-NY-10011
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",222 E 84th St #5B,Manhattan,NY,NY,10028,"Open House: Sat, 12-1PM
Pet Friendly
$2,100
1bd
1ba",https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/7/0/f/d/picture-uh=bda9aa69c78e8164b4ea03a3585d157-ps=70fd38e0171aa2a8dc2e55829dc963f9.jpg,"222 E 84th St #5B, Manhattan, NY",https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028,"Open House: Sat, 12-1PM
Pet Friendly; Open House: Sat, 12-1PM
Pet Friendly; Open House: Sat, 12-1PM
Pet Friendly; Open House: Sat, 12-1PM
Pet Friendly",https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028; https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028; https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028; https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028,"$2,100 ",https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028,"$2,100 ",https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028,1bd; 1ba,https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028; https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028,222 E 84th St #5B,https://www.trulia.com/rental/4036507293-222-E-84th-St-5B-Manhattan-NY-10028
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",232 E 78th St #2D,New York,NY,NY,10075,"$2,275
1bd
1ba",https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/e/0/1/4/picture-uh=ae5b8edb02d4f8715418f337da24c82-ps=e01433df6cc153ae7a816adc28429370.jpg,"232 E 78th St #2D, New York, NY",https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075,,,"$2,275 ",https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075,"$2,275 ",https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075,1bd; 1ba,https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075; https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075,232 E 78th St #2D,https://www.trulia.com/rental/4036538478-232-E-78th-St-2D-New-York-NY-10075
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",308 E 109th St #6C,Manhattan,NY,NY,10029,"Open House: Sat, 1-2PM
Pet Friendly
$2,695
1bd
1ba
863 sqft",https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/7/c/5/7/picture-uh=9b8db758f3739a26ca5593b56119b7f7-ps=7c57c899859602a2c5cd05db5a9f041.jpg,"308 E 109th St #6C, Manhattan, NY",https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029,"Open House: Sat, 1-2PM
Pet Friendly; Open House: Sat, 1-2PM
Pet Friendly; Open House: Sat, 1-2PM
Pet Friendly; Open House: Sat, 1-2PM
Pet Friendly",https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029; https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029; https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029; https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029,"$2,695 ",https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029,"$2,695 ",https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029,1bd; 1ba; 863 sqft,https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029; https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029; https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029,308 E 109th St #6C,https://www.trulia.com/rental/4036552177-308-E-109th-St-6C-Manhattan-NY-10029
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",437 E 74th St #4A,Manhattan,NY,NY,10021,"$1,995
1bd
1ba",https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.107/e/0/f/f/picture-uh=d85bb4b1a9940beb6da40df47e6fd2ad-ps=e0ff17b5a53120ef934f417fe4c83d7.jpg,"437 E 74th St #4A, Manhattan, NY",https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021,,,"$1,995 ",https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021,"$1,995 ",https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021,1bd; 1ba,https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021; https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021,437 E 74th St #4A,https://www.trulia.com/rental/4036550187-437-E-74th-St-4A-Manhattan-NY-10021
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",173 Avenue A #8C,Manhattan,NY,NY,10009,"Pet Friendly
$2,098
1bd
1ba",https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.108/c/d/b/f/picture-uh=91f95e5b9ed7c51d708b0f47631940af-ps=cdbfa9d32e45913ef44dc73b84cb50d5.jpg,"173 Avenue A #8C, Manhattan, NY",https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009,Pet Friendly; Pet Friendly; Pet Friendly; Pet Friendly,https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009; https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009; https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009; https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009,"$2,098 ",https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009,"$2,098 ",https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009,1bd; 1ba,https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009; https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009,173 Avenue A #8C,https://www.trulia.com/rental/4036514143-173-Avenue-A-8C-Manhattan-NY-10009
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",304 W 14th St #4D,Manhattan,NY,NY,10014,"$2,295
1bd
1ba",https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/8/1/d/a/picture-uh=d9a85c9fceac703ab96268f96615c-ps=81da16481d835457e75f6af46390d63.jpg,"304 W 14th St #4D, Manhattan, NY",https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014,,,"$2,295 ",https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014,"$2,295 ",https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014,1bd; 1ba,https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014; https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014,304 W 14th St #4D,https://www.trulia.com/rental/4036550099-304-W-14th-St-4D-Manhattan-NY-10014
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",177 Waverly Pl #3E,Manhattan,NY,NY,10014,"$2,750
1bd
1ba
450 sqft",https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/f/d/1/7/picture-uh=fc9c20bdb29624ad86530ec2ac23cbb-ps=fd179c5033cd46ae95ad2afa75e1a5b0.jpg,"177 Waverly Pl #3E, Manhattan, NY",https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014,,,"$2,750 ",https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014,"$2,750 ",https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014,1bd; 1ba; 450 sqft,https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014; https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014; https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014,177 Waverly Pl #3E,https://www.trulia.com/rental/4036552133-177-Waverly-Pl-3E-Manhattan-NY-10014
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",147 E 30th St #2A,Manhattan,NY,NY,10016,"$2,275
1bd
1ba",https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/1/c/e/2/picture-uh=1d32fba6c5ed6737a4a8a3b4f77ed6aa-ps=1ce272c55fc556794abcd57bf2fe2cec.jpg,"147 E 30th St #2A, Manhattan, NY",https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016,,,"$2,275 ",https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016,"$2,275 ",https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016,1bd; 1ba,https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016; https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016,147 E 30th St #2A,https://www.trulia.com/rental/4036563413-147-E-30th-St-2A-Manhattan-NY-10016
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",107 Thompson St #2D,Manhattan,NY,NY,10012,"$3,000
1bd
1ba",https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/c/d/6/f/picture-uh=28aa9f5e55de9129fbc8c8d5b9493f4-ps=cd6f177935e5b2effc91b8e5a41b5e77.jpg,"107 Thompson St #2D, Manhattan, NY",https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012,,,"$3,000 ",https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012,"$3,000 ",https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012,1bd; 1ba,https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012; https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012,107 Thompson St #2D,https://www.trulia.com/rental/4036523944-107-Thompson-St-2D-Manhattan-NY-10012
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",531 E 11th St #2K,Manhattan,NY,NY,10009,"$2,250
1bd
1ba",https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/3/4/e/5/picture-uh=519640fc94f8656e1279c68ec1cc97e-ps=34e55cfe5bf7f2cc1c4a1c13aaa6dc0.jpg,"531 E 11th St #2K, Manhattan, NY",https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009,,,"$2,250 ",https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009,"$2,250 ",https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009,1bd; 1ba,https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009; https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009,531 E 11th St #2K,https://www.trulia.com/rental/4036541412-531-E-11th-St-2K-Manhattan-NY-10009
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",534 W 50th St #2C,Manhattan,NY,NY,10019,"Furnished
$2,250
1bd
1ba",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/3/6/d/1/picture-uh=a1c1f298a4ac712c4757792bc5b73ed-ps=36d16730123289f79d3e43f89f728c1b.jpg,"534 W 50th St #2C, Manhattan, NY",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,Furnished; Furnished; Furnished; Furnished,https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,"$2,250 ",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,"$2,250 ",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,1bd; 1ba,https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,534 W 50th St #2C,https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",40 W 96th St #3B,Manhattan,NY,NY,10025,"Furnished
$2,095
1bd
1ba",https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/d/4/1/3/picture-uh=b1917d52bf8d6e5e37a8474a34fd2e-ps=d413b48f51556dadd3c7c448b9f2e53e.jpg,"40 W 96th St #3B, Manhattan, NY",https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025,Furnished; Furnished; Furnished; Furnished,https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025; https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025; https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025; https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025,"$2,095 ",https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025,"$2,095 ",https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025,1bd; 1ba,https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025; https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025,40 W 96th St #3B,https://www.trulia.com/rental/4014627741-40-W-96th-St-3B-Manhattan-NY-10025
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/2_p/",413 W 47th St #2A,Manhattan,NY,NY,10036,"$2,563
1bd
1ba
700 sqft",https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/9/4/b/0/picture-uh=7f99b351fd6d10a02e54b5a94cbba8d7-ps=94b0e783a493b270de4159279c1828.jpg,"413 W 47th St #2A, Manhattan, NY",https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036,,,"$2,563 ",https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036,"$2,563 ",https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036,1bd; 1ba; 700 sqft,https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036; https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036; https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036,413 W 47th St #2A,https://www.trulia.com/rental/4036575404-413-W-47th-St-2A-Manhattan-NY-10036
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/3_p/",534 W 50th St #2C,Manhattan,NY,NY,10019,"Furnished
$2,250
1bd
1ba",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.109/3/6/d/1/picture-uh=a1c1f298a4ac712c4757792bc5b73ed-ps=36d16730123289f79d3e43f89f728c1b.jpg,"534 W 50th St #2C, Manhattan, NY",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,Furnished; Furnished; Furnished,https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,"$2,250 ",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,"$2,250 ",https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,1bd; 1ba,https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019; https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019,534 W 50th St #2C,https://www.trulia.com/rental/4036559391-534-W-50th-St-2C-Manhattan-NY-10019
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/3_p/",315 E 58th St #5A,Manhattan,NY,NY,10022,"$2,700
1bd
1ba",https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022,https://thumbs.trulia-cdn.com/pictures/thumbs_3/ps.107/3/7/c/7/picture-uh=3f188a25486cbd8152a9e23ef5ae3db1-ps=37c7b44a2c2568410390c5827570.jpg,"315 E 58th St #5A, Manhattan, NY",https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022,,,"$2,700 ",https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022,"$2,700 ",https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022,1bd; 1ba,https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022; https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022,315 E 58th St #5A,https://www.trulia.com/rental/4029276081-315-E-58th-St-5A-Manhattan-NY-10022
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/3_p/",978 2nd Ave #3A,Manhattan,NY,NY,10022,"$2,300
1bd
1ba",https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022,https://maps.googleapis.com/maps/api/streetview?client=gme-zillowinc3&size=355x215&sensor=false&location=40.755775%2C-73.96746&signature=ayE2wt5gpavIRCtXsmQv8SmFDo0=,"978 2nd Ave #3A, Manhattan, NY",https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022,,,"$2,300 ",https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022,"$2,300 ",https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022,1bd; 1ba,https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022; https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022,978 2nd Ave #3A,https://www.trulia.com/rental/4036531303-978-2nd-Ave-3A-Manhattan-NY-10022
"https://www.trulia.com/for_rent/New_York,NY/1_beds/1500-3000_price/APARTMENT,APARTMENT_COMMUNITY,APARTMENT|CONDO|TOWNHOUSE,CONDO,COOP,LOFT,TIC_type/3_p/",1467 Amsterdam Ave #2B,Manhattan,NY,NY,10027,"$2,300
1bd
1ba",https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027,https://maps.googleapis.com/maps/api/streetview?client=gme-zillowinc3&size=355x215&sensor=false&location=40.817097%2C-73.95314&signature=CM3WUIFP-4ZrqeHYnCJGZag8H-s=,"1467 Amsterdam Ave #2B, Manhattan, NY",https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027,,,"$2,300 ",https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027,"$2,300 ",https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027,1bd; 1ba,https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027; https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027,1467 Amsterdam Ave #2B,https://www.trulia.com/rental/4036531306-1467-Amsterdam-Ave-2B-Manhattan-NY-10027
